"Test ID","Test Name","Business Title","Feature Area","Severity","Status","Start Time","Stop Time","Duration (s)","Browser","Tags","Created At","Updated At","Monitor Status"
"API_UNAUTH_062","Unauth: Cannot GET /companies/some-id/settings without token","Cannot GET /companies/some-id/settings without token","API Without.token.data.json","Normal","✅ Passed","09 Jun 2026, 04:10:05 pm","09 Jun 2026, 04:10:05 pm","0.03 s","Chromium","without.token.data.json","2026-06-01","2026-06-01","Normal"
"API_UNAUTH_063","Unauth: Cannot POST /sap/invoice without token","Cannot POST /sap/invoice without token","API Without.token.data.json","Normal","✅ Passed","09 Jun 2026, 04:10:05 pm","09 Jun 2026, 04:10:05 pm","0.02 s","Chromium","without.token.data.json","2026-06-01","2026-06-01","Normal"
"API_UNAUTH_064","Unauth: Cannot POST /sap/item without token","Cannot POST /sap/item without token","API Without.token.data.json","Normal","✅ Passed","09 Jun 2026, 04:10:05 pm","09 Jun 2026, 04:10:05 pm","0.02 s","Chromium","without.token.data.json","2026-06-01","2026-06-01","Normal"
"API_UNAUTH_065","Unauth: Cannot POST /sap/buyer without token","Cannot POST /sap/buyer without token","API Without.token.data.json","Normal","✅ Passed","09 Jun 2026, 04:10:05 pm","09 Jun 2026, 04:10:05 pm","0.02 s","Chromium","without.token.data.json","2026-06-01","2026-06-01","Normal"
"API_UNAUTH_066","Unauth: Cannot POST /sap/seller without token","Cannot POST /sap/seller without token","API Without.token.data.json","Normal","✅ Passed","09 Jun 2026, 04:10:05 pm","09 Jun 2026, 04:10:05 pm","0.04 s","Chromium","without.token.data.json","2026-06-01","2026-06-01","Normal"
"API_UNAUTH_067","Unauth: Cannot POST /sap/payee without token","Cannot POST /sap/payee without token","API Without.token.data.json","Normal","✅ Passed","09 Jun 2026, 04:10:05 pm","09 Jun 2026, 04:10:05 pm","0.01 s","Chromium","without.token.data.json","2026-06-01","2026-06-01","Normal"
"API_UNAUTH_068","Unauth: Cannot POST /sap/delivery without token","Cannot POST /sap/delivery without token","API Without.token.data.json","Normal","✅ Passed","09 Jun 2026, 04:10:05 pm","09 Jun 2026, 04:10:05 pm","0.03 s","Chromium","without.token.data.json","2026-06-01","2026-06-01","Normal"
"API_UNAUTH_069","Unauth: Cannot GET /permissions without token","Cannot GET /permissions without token","API Without.token.data.json","Normal","✅ Passed","09 Jun 2026, 04:10:05 pm","09 Jun 2026, 04:10:05 pm","0.02 s","Chromium","without.token.data.json","2026-06-01","2026-06-01","Normal"
"API_UNAUTH_070","Unauth: Cannot POST /audit-logs/export without token","Cannot POST /audit-logs/export without token","API Without.token.data.json","Normal","✅ Passed","09 Jun 2026, 04:10:05 pm","09 Jun 2026, 04:10:05 pm","0.03 s","Chromium","without.token.data.json","2026-06-01","2026-06-01","Normal"
"API_UNAUTH_071","Unauth: Cannot GET /integration/webhooks without token","Cannot GET /integration/webhooks without token","API Without.token.data.json","Normal","✅ Passed","09 Jun 2026, 04:10:05 pm","09 Jun 2026, 04:10:05 pm","0.04 s","Chromium","without.token.data.json","2026-06-01","2026-06-01","Normal"
"API_UNAUTH_072","Unauth: Cannot GET /system/config without token","Cannot GET /system/config without token","API Without.token.data.json","Normal","✅ Passed","09 Jun 2026, 04:10:05 pm","09 Jun 2026, 04:10:05 pm","0.03 s","Chromium","without.token.data.json","2026-06-01","2026-06-01","Normal"
"API_UNAUTH_073","Unauth: Cannot GET /tenants/some-id/features without token","Cannot GET /tenants/some-id/features without token","API Without.token.data.json","Normal","✅ Passed","09 Jun 2026, 04:10:05 pm","09 Jun 2026, 04:10:05 pm","0.02 s","Chromium","without.token.data.json","2026-06-01","2026-06-01","Normal"
"API_UNAUTH_074","Unauth: Cannot GET /custom-fields without token","Cannot GET /custom-fields without token","API Without.token.data.json","Normal","✅ Passed","09 Jun 2026, 04:10:05 pm","09 Jun 2026, 04:10:05 pm","0.02 s","Chromium","without.token.data.json","2026-06-01","2026-06-01","Normal"
"API_UNAUTH_075","Unauth: Cannot GET /roles without token","Cannot GET /roles without token","API Without.token.data.json","Normal","✅ Passed","09 Jun 2026, 04:10:05 pm","09 Jun 2026, 04:10:05 pm","0.03 s","Chromium","without.token.data.json","2026-06-01","2026-06-01","Normal"
"API_UNAUTH_076","Unauth: Cannot GET /codelists/cl-invoice-status without token","Cannot GET /codelists/cl-invoice-status without token","API Without.token.data.json","Normal","✅ Passed","09 Jun 2026, 04:10:05 pm","09 Jun 2026, 04:10:05 pm","0.02 s","Chromium","without.token.data.json","2026-06-01","2026-06-01","Normal"
"API_UNAUTH_077","Unauth: Cannot GET /system/health/details without token","Cannot GET /system/health/details without token","API Without.token.data.json","Normal","✅ Passed","09 Jun 2026, 04:10:05 pm","09 Jun 2026, 04:10:05 pm","0.03 s","Chromium","without.token.data.json","2026-06-01","2026-06-01","Normal"
"API_UNAUTH_078","Unauth: Cannot POST /audit-logs/search without token","Cannot POST /audit-logs/search without token","API Without.token.data.json","Normal","✅ Passed","09 Jun 2026, 04:10:05 pm","09 Jun 2026, 04:10:05 pm","0.03 s","Chromium","without.token.data.json","2026-06-01","2026-06-01","Normal"
"API_UNAUTH_079","Unauth: Cannot PUT /exchange-rates/some-id without token","Cannot PUT /exchange-rates/some-id without token","API Without.token.data.json","Normal","✅ Passed","09 Jun 2026, 04:10:05 pm","09 Jun 2026, 04:10:05 pm","0.04 s","Chromium","without.token.data.json","2026-06-01","2026-06-01","Normal"
"API_UNAUTH_080","Unauth: Cannot GET /users/me/mfa/devices without token","Cannot GET /users/me/mfa/devices without token","API Without.token.data.json","Normal","✅ Passed","09 Jun 2026, 04:10:05 pm","09 Jun 2026, 04:10:05 pm","0.02 s","Chromium","without.token.data.json","2026-06-01","2026-06-01","Normal"
"API_UNAUTH_081","Unauth: Cannot GET /invoices/export without token","Cannot GET /invoices/export without token","API Without.token.data.json","Normal","✅ Passed","09 Jun 2026, 04:10:05 pm","09 Jun 2026, 04:10:05 pm","0.03 s","Chromium","without.token.data.json","2026-06-01","2026-06-01","Normal"
"API_UNAUTH_082","Unauth: Cannot GET /batches/some-id/details without token","Cannot GET /batches/some-id/details without token","API Without.token.data.json","Normal","✅ Passed","09 Jun 2026, 04:10:05 pm","09 Jun 2026, 04:10:05 pm","0.02 s","Chromium","without.token.data.json","2026-06-01","2026-06-01","Normal"
"API_UNAUTH_083","Unauth: Cannot POST /integration/corner3/cancel without token","Cannot POST /integration/corner3/cancel without token","API Without.token.data.json","Normal","✅ Passed","09 Jun 2026, 04:10:05 pm","09 Jun 2026, 04:10:05 pm","0.02 s","Chromium","without.token.data.json","2026-06-01","2026-06-01","Normal"
"API_UNAUTH_084","Unauth: Cannot DELETE /tenants/some-id/domains/some-id without token","Cannot DELETE /tenants/some-id/domains/some-id without token","API Without.token.data.json","Normal","✅ Passed","09 Jun 2026, 04:10:05 pm","09 Jun 2026, 04:10:05 pm","0.03 s","Chromium","without.token.data.json","2026-06-01","2026-06-01","Normal"
"API_UNAUTH_085","Unauth: Cannot PUT /custom-fields/some-id without token","Cannot PUT /custom-fields/some-id without token","API Without.token.data.json","Normal","✅ Passed","09 Jun 2026, 04:10:05 pm","09 Jun 2026, 04:10:05 pm","0.03 s","Chromium","without.token.data.json","2026-06-01","2026-06-01","Normal"
"API_UNAUTH_086","Unauth: Cannot GET /companies/some-id/branding without token","Cannot GET /companies/some-id/branding without token","API Without.token.data.json","Normal","✅ Passed","09 Jun 2026, 04:10:05 pm","09 Jun 2026, 04:10:05 pm","0.04 s","Chromium","without.token.data.json","2026-06-01","2026-06-01","Normal"
"API_UNAUTH_087","Unauth: Cannot GET /system/config/keys without token","Cannot GET /system/config/keys without token","API Without.token.data.json","Normal","✅ Passed","09 Jun 2026, 04:10:05 pm","09 Jun 2026, 04:10:05 pm","0.04 s","Chromium","without.token.data.json","2026-06-01","2026-06-01","Normal"
"API_USR_PERM_ME_001","Smoke: View own user permissions","View own user permissions","API Api.data.json","Normal","❌ Failed","09 Jun 2026, 04:08:02 pm","09 Jun 2026, 04:08:03 pm","0.89 s","Chromium","api.data.json","2026-06-01","2026-06-01","Normal"
"AUDIT_SEARCH_002","Platform: Filter audit logs by specific user","Filter audit logs by specific user","API Advanced.data.json","Normal","❌ Failed","09 Jun 2026, 04:07:51 pm","09 Jun 2026, 04:07:51 pm","0.49 s","Chromium","advanced.data.json","2026-06-01","2026-06-01","Normal"
"BATCH_LOGS_001","Platform: Super Admin can view batch processing logs","Super Admin can view batch processing logs","API Advanced.data.json","Normal","❌ Failed","09 Jun 2026, 04:07:50 pm","09 Jun 2026, 04:07:51 pm","0.57 s","Chromium","advanced.data.json","2026-06-01","2026-06-01","Normal"
"BATCH_LOGS_001","Batch: Get API Logs Summary","Super Admin can view batch processing logs","API Advanced.data.json","Normal","❌ Failed","09 Jun 2026, 04:08:37 pm","09 Jun 2026, 04:08:38 pm","0.16 s","Chromium","advanced.data.json","2026-06-01","2026-06-01","Normal"
"BATCH_RETRY_001","Platform: Super Admin can retry a FAILED batch","Super Admin can retry a FAILED batch","API Advanced.data.json","Normal","❌ Failed","09 Jun 2026, 04:07:51 pm","09 Jun 2026, 04:07:51 pm","0.49 s","Chromium","advanced.data.json","2026-06-01","2026-06-01","Normal"
"BIZ_DATE_001","Business: Invoice with issue date > 1 year in past should fail (Custom Rule)","Invoice with issue date > 1 year in past should fail (Custom Rule)","API Advanced.data.json","Normal","✅ Passed","09 Jun 2026, 04:07:51 pm","09 Jun 2026, 04:07:52 pm","0.66 s","Chromium","advanced.data.json","2026-06-01","2026-06-01","Normal"
"BIZ_TRN_001","Business: Duplicate TRN for same Country (AE) should fail","Duplicate TRN for same Country (AE) should fail","API Advanced.data.json","Normal","✅ Passed","09 Jun 2026, 04:07:51 pm","09 Jun 2026, 04:07:51 pm","0.50 s","Chromium","advanced.data.json","2026-06-01","2026-06-01","Normal"
"BUYER_001","Create Buyer - Success","Create Buyer - Success","API Controllers.data.json","Normal","❌ Failed","09 Jun 2026, 04:08:13 pm","09 Jun 2026, 04:08:14 pm","1.21 s","Chromium","controllers.data.json","2026-06-01","2026-06-01","Normal"
"BUYER_002","Create Buyer - Unauthenticated","Create Buyer - Unauthenticated","API Controllers.data.json","Normal","✅ Passed","09 Jun 2026, 04:08:11 pm","09 Jun 2026, 04:08:11 pm","0.04 s","Chromium","controllers.data.json","2026-06-01","2026-06-01","Normal"
"BUYER_003","Create Buyer - Missing Required Field","Create Buyer - Missing Required Field","API Controllers.data.json","Normal","❌ Failed","09 Jun 2026, 04:08:11 pm","09 Jun 2026, 04:08:12 pm","0.64 s","Chromium","controllers.data.json","2026-06-01","2026-06-01","Normal"
"BUYER_004","Search Buyers - Success","Search Buyers - Success","API Controllers.data.json","Normal","✅ Passed","09 Jun 2026, 04:08:13 pm","09 Jun 2026, 04:08:14 pm","0.79 s","Chromium","controllers.data.json","2026-06-01","2026-06-01","Normal"
"BUYER_005","List Buyers - Success","List Buyers - Success","API Controllers.data.json","Normal","✅ Passed","09 Jun 2026, 04:08:11 pm","09 Jun 2026, 04:08:13 pm","1.57 s","Chromium","controllers.data.json","2026-06-01","2026-06-01","Normal"
"BUYER_006","List Buyers - Without Body","List Buyers - Without Body","API Controllers.data.json","Normal","❌ Failed","09 Jun 2026, 04:08:11 pm","09 Jun 2026, 04:08:12 pm","0.63 s","Chromium","controllers.data.json","2026-06-01","2026-06-01","Normal"
"BUYER_007","Get Buyer By ID - Success","Get Buyer By ID - Success","API Controllers.data.json","Normal","❌ Failed","09 Jun 2026, 04:08:12 pm","09 Jun 2026, 04:08:12 pm","0.40 s","Chromium","controllers.data.json","2026-06-01","2026-06-01","Normal"
"BUYER_008","Get Buyer By ID - Not Found","Get Buyer By ID - Not Found","API Controllers.data.json","Normal","✅ Passed","09 Jun 2026, 04:08:13 pm","09 Jun 2026, 04:08:14 pm","0.83 s","Chromium","controllers.data.json","2026-06-01","2026-06-01","Normal"
"BUYER_009","Update Buyer - Success","Update Buyer - Success","API Controllers.data.json","Normal","❌ Failed","09 Jun 2026, 04:08:14 pm","09 Jun 2026, 04:08:15 pm","0.79 s","Chromium","controllers.data.json","2026-06-01","2026-06-01","Normal"
"BUYER_010","Delete Buyer - Success","Delete Buyer - Success","API Controllers.data.json","Normal","❌ Failed","09 Jun 2026, 04:08:14 pm","09 Jun 2026, 04:08:15 pm","0.75 s","Chromium","controllers.data.json","2026-06-01","2026-06-01","Normal"
"BUYER_011","Change Buyer Status - Success","Change Buyer Status - Success","API Controllers.data.json","Normal","❌ Failed","09 Jun 2026, 04:08:15 pm","09 Jun 2026, 04:08:16 pm","1.07 s","Chromium","controllers.data.json","2026-06-01","2026-06-01","Normal"
"BUYER_012","Change Buyer Status - Invalid Status","Change Buyer Status - Invalid Status","API Controllers.data.json","Normal","❌ Failed","09 Jun 2026, 04:08:13 pm","09 Jun 2026, 04:08:13 pm","0.41 s","Chromium","controllers.data.json","2026-06-01","2026-06-01","Normal"
"BUYER_013","List Buyers By Company ID - Success","List Buyers By Company ID - Success","API Controllers.data.json","Normal","✅ Passed","09 Jun 2026, 04:08:15 pm","09 Jun 2026, 04:08:16 pm","0.92 s","Chromium","controllers.data.json","2026-06-01","2026-06-01","Normal"
"CC-SPEC-001","Verify Code field accepts valid ISO code format","","","","✅ Passed","09 Jun 2026, 04:20:48 pm","09 Jun 2026, 04:21:05 pm","17.21 s","Chromium","","—","—","Normal"
"CC-SPEC-002","Verify Name field accepts valid ISO country name format","","","","✅ Passed","09 Jun 2026, 04:20:48 pm","09 Jun 2026, 04:21:06 pm","17.95 s","Chromium","","—","—","Normal"
"CC-SPEC-003","Verify invalid ISO code format is rejected","","","","✅ Passed","09 Jun 2026, 04:20:54 pm","09 Jun 2026, 04:21:12 pm","18.45 s","Chromium","","—","—","Normal"
"CC-SPEC-004","Verify valid ISO code with wrong country name is rejected","","","","✅ Passed","09 Jun 2026, 04:20:55 pm","09 Jun 2026, 04:21:14 pm","18.84 s","Chromium","","—","—","Normal"
"CC-SPEC-005","Verify invalid code-name mapping is rejected","","","","✅ Passed","09 Jun 2026, 04:21:05 pm","09 Jun 2026, 04:21:25 pm","19.21 s","Chromium","","—","—","Normal"
"CL_ACTIVE_GEN_001","List Active Allowance Codes","List Active Allowance Codes","API Codelists.data.json","Normal","❌ Failed","09 Jun 2026, 04:08:08 pm","09 Jun 2026, 04:08:08 pm","0.07 s","Chromium","codelists.data.json","2026-06-01","2026-06-01","Normal"
"CL_CREATE_EXT_001","Create Billing Frequency (SuperUser)","Create Billing Frequency (SuperUser)","API Codelists.data.json","Normal","❌ Failed","09 Jun 2026, 04:08:08 pm","09 Jun 2026, 04:08:09 pm","0.77 s","Chromium","codelists.data.json","2026-06-01","2026-06-01","Normal"
"CL_CREATE_FULL_001","Create Codelist with Full Fields (SuperUser)","Create Codelist with Full Fields (SuperUser)","API Codelists.data.json","Normal","❌ Failed","09 Jun 2026, 04:08:07 pm","09 Jun 2026, 04:08:07 pm","0.44 s","Chromium","codelists.data.json","2026-06-01","2026-06-01","Normal"
"CL_CREATE_NEG_DUP_001","Create Codelist - Duplicate Code (400)","Create Codelist - Duplicate Code (400)","API Codelists.data.json","Normal","✅ Passed","09 Jun 2026, 04:08:07 pm","09 Jun 2026, 04:08:08 pm","0.45 s","Chromium","codelists.data.json","2026-06-01","2026-06-01","Normal"
"CL_CREATE_NEG_VALID_001","Create Codelist - Code too long (400)","Create Codelist - Code too long (400)","API Codelists.data.json","Normal","✅ Passed","09 Jun 2026, 04:08:11 pm","09 Jun 2026, 04:08:11 pm","0.40 s","Chromium","codelists.data.json","2026-06-01","2026-06-01","Normal"
"CL_GET_CODE_GEN_002","Get Item Type ID Code (GTIN)","Get Item Type ID Code (GTIN)","API Codelists.data.json","Normal","❌ Failed","09 Jun 2026, 04:08:10 pm","09 Jun 2026, 04:08:10 pm","0.12 s","Chromium","codelists.data.json","2026-06-01","2026-06-01","Normal"
"CL_LIST_GEN_001","List all Allowance Codes","List all Allowance Codes","API Codelists.data.json","Normal","✅ Passed","09 Jun 2026, 04:08:07 pm","09 Jun 2026, 04:08:08 pm","0.87 s","Chromium","codelists.data.json","2026-06-01","2026-06-01","Normal"
"CL_LIST_GEN_002","List all Billing Frequencies","List all Billing Frequencies","API Codelists.data.json","Normal","✅ Passed","09 Jun 2026, 04:08:05 pm","09 Jun 2026, 04:08:06 pm","0.71 s","Chromium","codelists.data.json","2026-06-01","2026-06-01","Normal"
"CL_LIST_GEN_003","List all Charge Reasons","List all Charge Reasons","API Codelists.data.json","Normal","✅ Passed","09 Jun 2026, 04:08:07 pm","09 Jun 2026, 04:08:08 pm","0.88 s","Chromium","codelists.data.json","2026-06-01","2026-06-01","Normal"
"CL_LIST_GEN_004","List all Invoice Type Codes","List all Invoice Type Codes","API Codelists.data.json","Normal","✅ Passed","09 Jun 2026, 04:08:05 pm","09 Jun 2026, 04:08:06 pm","0.83 s","Chromium","codelists.data.json","2026-06-01","2026-06-01","Normal"
"CL_LIST_GEN_005","List all Credit Note Type Codes","List all Credit Note Type Codes","API Codelists.data.json","Normal","✅ Passed","09 Jun 2026, 04:08:05 pm","09 Jun 2026, 04:08:06 pm","0.75 s","Chromium","codelists.data.json","2026-06-01","2026-06-01","Normal"
"CL_LIST_GEN_006","List all Electronic Address Schemes","List all Electronic Address Schemes","API Codelists.data.json","Normal","✅ Passed","09 Jun 2026, 04:08:06 pm","09 Jun 2026, 04:08:06 pm","0.44 s","Chromium","codelists.data.json","2026-06-01","2026-06-01","Normal"
"CL_LIST_GEN_007","List all Goods Types","List all Goods Types","API Codelists.data.json","Normal","✅ Passed","09 Jun 2026, 04:08:06 pm","09 Jun 2026, 04:08:06 pm","0.42 s","Chromium","codelists.data.json","2026-06-01","2026-06-01","Normal"
"CL_LIST_GEN_008","List all ICD Codes","List all ICD Codes","API Codelists.data.json","Normal","✅ Passed","09 Jun 2026, 04:08:06 pm","09 Jun 2026, 04:08:07 pm","0.52 s","Chromium","codelists.data.json","2026-06-01","2026-06-01","Normal"
"CL_LIST_GEN_009","List all Item Type ID Codes","List all Item Type ID Codes","API Codelists.data.json","Normal","✅ Passed","09 Jun 2026, 04:08:06 pm","09 Jun 2026, 04:08:07 pm","0.41 s","Chromium","codelists.data.json","2026-06-01","2026-06-01","Normal"
"CL_LIST_GEN_010","List all MIME Types","List all MIME Types","API Codelists.data.json","Normal","✅ Passed","09 Jun 2026, 04:08:08 pm","09 Jun 2026, 04:08:09 pm","1.16 s","Chromium","codelists.data.json","2026-06-01","2026-06-01","Normal"
"CL_LIST_GEN_011","List all Object ID Schemes","List all Object ID Schemes","API Codelists.data.json","Normal","✅ Passed","09 Jun 2026, 04:08:07 pm","09 Jun 2026, 04:08:07 pm","0.47 s","Chromium","codelists.data.json","2026-06-01","2026-06-01","Normal"
"CL_LIST_GEN_012","List all Units of Measure","List all Units of Measure","API Codelists.data.json","Normal","✅ Passed","09 Jun 2026, 04:08:07 pm","09 Jun 2026, 04:08:07 pm","0.41 s","Chromium","codelists.data.json","2026-06-01","2026-06-01","Normal"
"CL_LIST_GEN_013","List all Payment Means","List all Payment Means","API Codelists.data.json","Normal","✅ Passed","09 Jun 2026, 04:08:10 pm","09 Jun 2026, 04:08:11 pm","0.78 s","Chromium","codelists.data.json","2026-06-01","2026-06-01","Normal"
"CL_LIST_GEN_014","List all Tax Exemption Reasons","List all Tax Exemption Reasons","API Codelists.data.json","Normal","✅ Passed","09 Jun 2026, 04:08:11 pm","09 Jun 2026, 04:08:11 pm","0.78 s","Chromium","codelists.data.json","2026-06-01","2026-06-01","Normal"
"CL_NOT_FOUND_001","Get Non-existent Code Value (404)","Get Non-existent Code Value (404)","API Codelists.data.json","Normal","✅ Passed","09 Jun 2026, 04:08:10 pm","09 Jun 2026, 04:08:10 pm","0.83 s","Chromium","codelists.data.json","2026-06-01","2026-06-01","Normal"
"CL_PAGINATION_001","Verify Pagination (Page 1, Size 5)","Verify Pagination (Page 1, Size 5)","API Codelists.data.json","Normal","✅ Passed","09 Jun 2026, 04:08:07 pm","09 Jun 2026, 04:08:07 pm","0.75 s","Chromium","codelists.data.json","2026-06-01","2026-06-01","Normal"
"CL_RBAC_NEG_001","Update Codelist - Unauthorized (Invoice Creator)","Update Codelist - Unauthorized (Invoice Creator)","API Codelists.data.json","Normal","✅ Passed","09 Jun 2026, 04:08:07 pm","09 Jun 2026, 04:08:08 pm","0.27 s","Chromium","codelists.data.json","2026-06-01","2026-06-01","Normal"
"CL_RBAC_NEG_002","Hard Delete - Unauthorized (Tenant Admin)","Hard Delete - Unauthorized (Tenant Admin)","API Codelists.data.json","Normal","❌ Failed","09 Jun 2026, 04:08:07 pm","09 Jun 2026, 04:08:08 pm","0.60 s","Chromium","codelists.data.json","2026-06-01","2026-06-01","Normal"
"CL_SEARCH_GEN_001","Search VAT Categories (Standard)","Search VAT Categories (Standard)","API Codelists.data.json","Normal","✅ Passed","09 Jun 2026, 04:08:07 pm","09 Jun 2026, 04:08:07 pm","0.39 s","Chromium","codelists.data.json","2026-06-01","2026-06-01","Normal"
"CL_SEARCH_GEN_002","Search Currencies (Euro)","Search Currencies (Euro)","API Codelists.data.json","Normal","✅ Passed","09 Jun 2026, 04:08:10 pm","09 Jun 2026, 04:08:11 pm","0.83 s","Chromium","codelists.data.json","2026-06-01","2026-06-01","Normal"
"CL_SEARCH_GEN_003","Search Units of Measure (Meter)","Search Units of Measure (Meter)","API Codelists.data.json","Normal","❌ Failed","09 Jun 2026, 04:08:10 pm","09 Jun 2026, 04:08:11 pm","0.90 s","Chromium","codelists.data.json","2026-06-01","2026-06-01","Normal"
"CL_UPDATE_PATCH_001","Partial Update Codelist (Tenant Admin)","Partial Update Codelist (Tenant Admin)","API Codelists.data.json","Normal","❌ Failed","09 Jun 2026, 04:08:07 pm","09 Jun 2026, 04:08:08 pm","0.46 s","Chromium","codelists.data.json","2026-06-01","2026-06-01","Normal"
"CL_UPDATE_STATUS_GEN_001","Deactivate Goods Type (Tenant Admin)","Deactivate Goods Type (Tenant Admin)","API Codelists.data.json","Normal","❌ Failed","09 Jun 2026, 04:08:08 pm","09 Jun 2026, 04:08:09 pm","0.91 s","Chromium","codelists.data.json","2026-06-01","2026-06-01","Normal"
"CL_VALID_NEG_001","Invalid UUID Format (400)","Invalid UUID Format (400)","API Codelists.data.json","Normal","❌ Failed","09 Jun 2026, 04:08:08 pm","09 Jun 2026, 04:08:08 pm","0.50 s","Chromium","codelists.data.json","2026-06-01","2026-06-01","Normal"
"COM-CL-001","Verify page loads successfully","","","","✅ Passed","09 Jun 2026, 04:19:35 pm","09 Jun 2026, 04:19:52 pm","16.54 s","Chromium","","—","—","Normal"
"COM-CL-002","Verify table is displayed successfully","","","","✅ Passed","09 Jun 2026, 04:19:37 pm","09 Jun 2026, 04:19:51 pm","14.90 s","Chromium","","—","—","Normal"
"COM-CL-003","Verify Add New button is visible","","","","✅ Passed","09 Jun 2026, 04:19:37 pm","09 Jun 2026, 04:19:53 pm","15.97 s","Chromium","","—","—","Normal"
"COM-CL-004","Verify Add New popup opens","","","","✅ Passed","09 Jun 2026, 04:19:40 pm","09 Jun 2026, 04:19:57 pm","17.59 s","Chromium","","—","—","Normal"
"COM-CL-005","Verify partial search function","","","","✅ Passed","09 Jun 2026, 04:19:42 pm","09 Jun 2026, 04:19:58 pm","16.47 s","Chromium","","—","—","Normal"
"COM-CL-006","Verify search clears successfully","","","","✅ Passed","09 Jun 2026, 04:19:52 pm","09 Jun 2026, 04:20:09 pm","17.11 s","Chromium","","—","—","Normal"
"COM-CL-007","Verify sorting by clicking column headers","","","","✅ Passed","09 Jun 2026, 04:19:52 pm","09 Jun 2026, 04:20:09 pm","17.45 s","Chromium","","—","—","Normal"
"COM-CL-008","Verify pagination controls are functional","","","","✅ Passed","09 Jun 2026, 04:19:53 pm","09 Jun 2026, 04:20:09 pm","15.66 s","Chromium","","—","—","Normal"
"COM-CL-009","Verify status toggle switch is visible","","","","✅ Passed","09 Jun 2026, 04:19:57 pm","09 Jun 2026, 04:20:16 pm","18.64 s","Chromium","","—","—","Normal"
"COM-CL-010","Verify Excel and JSON export options exist","","","","✅ Passed","09 Jun 2026, 04:19:58 pm","09 Jun 2026, 04:20:14 pm","15.88 s","Chromium","","—","—","Normal"
"COM-CL-011","Verify SQL injection input in search does not crash the UI","","","","✅ Passed","09 Jun 2026, 04:20:09 pm","09 Jun 2026, 04:20:29 pm","20.25 s","Chromium","","—","—","Normal"
"COM-CL-012","Verify script injection payload in Name does not crash the UI","","","","✅ Passed","09 Jun 2026, 04:20:09 pm","09 Jun 2026, 04:20:28 pm","19.70 s","Chromium","","—","—","Normal"
"COM-CL-013","Verify edit icon opens edit form","","","","✅ Passed","09 Jun 2026, 04:20:09 pm","09 Jun 2026, 04:20:29 pm","19.38 s","Chromium","","—","—","Normal"
"COM-CL-014","Verify Code field is disabled in edit mode","","","","✅ Passed","09 Jun 2026, 04:20:14 pm","09 Jun 2026, 04:20:35 pm","20.87 s","Chromium","","—","—","Normal"
"COM-CL-015","Verify Name field is editable in edit mode","","","","✅ Passed","09 Jun 2026, 04:20:16 pm","09 Jun 2026, 04:20:36 pm","19.77 s","Chromium","","—","—","Normal"
"COM-CL-016","Verify Description is editable in edit mode","","","","✅ Passed","09 Jun 2026, 04:20:29 pm","09 Jun 2026, 04:20:48 pm","19.50 s","Chromium","","—","—","Normal"
"COM-CL-017","Verify save without Code triggers validation","","","","✅ Passed","09 Jun 2026, 04:20:29 pm","09 Jun 2026, 04:20:48 pm","19.52 s","Chromium","","—","—","Normal"
"COM-CL-018","Verify save without Name triggers validation","","","","✅ Passed","09 Jun 2026, 04:20:29 pm","09 Jun 2026, 04:20:47 pm","18.27 s","Chromium","","—","—","Normal"
"COM-CL-019","Verify blank spaces in Code triggers validation","","","","✅ Passed","09 Jun 2026, 04:20:35 pm","09 Jun 2026, 04:20:54 pm","18.43 s","Chromium","","—","—","Normal"
"COM-CL-020","Verify blank spaces in Name triggers validation","","","","✅ Passed","09 Jun 2026, 04:20:36 pm","09 Jun 2026, 04:20:55 pm","19.33 s","Chromium","","—","—","Normal"
"COM-CL-021","Verify positive creation with valid inputs","","","","✅ Passed","09 Jun 2026, 04:20:47 pm","09 Jun 2026, 04:21:06 pm","18.82 s","Chromium","","—","—","Normal"
"COMP_ADDR_001","Compliance: List Party Addresses","List Party Addresses","API Compliance.data.json","Normal","❌ Failed","09 Jun 2026, 04:08:11 pm","09 Jun 2026, 04:08:11 pm","0.33 s","Chromium","compliance.data.json","2026-06-01","2026-06-01","Normal"
"COMP_ADDR_002","Compliance: Create Party Registration Address","Create Party Registration Address","API Compliance.data.json","Normal","✅ Passed","09 Jun 2026, 04:08:11 pm","09 Jun 2026, 04:08:12 pm","0.96 s","Chromium","compliance.data.json","2026-06-01","2026-06-01","Normal"
"COMP_CONT_001","Compliance: Create Party Contact (Technical)","Create Party Contact (Technical)","API Compliance.data.json","Normal","❌ Failed","09 Jun 2026, 04:08:12 pm","09 Jun 2026, 04:08:13 pm","0.71 s","Chromium","compliance.data.json","2026-06-01","2026-06-01","Normal"
"COMP_TAX_RATE_001","Compliance: Create Tax Category Rate (Success)","Create Tax Category Rate (Success)","API Compliance.data.json","Normal","❌ Failed","09 Jun 2026, 04:08:11 pm","09 Jun 2026, 04:08:11 pm","0.49 s","Chromium","compliance.data.json","2026-06-01","2026-06-01","Normal"
"COMP_TAX_REP_001","Compliance: Create Seller Tax Representative (Success)","Create Seller Tax Representative (Success)","API Compliance.data.json","Normal","✅ Passed","09 Jun 2026, 04:08:09 pm","09 Jun 2026, 04:08:11 pm","1.05 s","Chromium","compliance.data.json","2026-06-01","2026-06-01","Normal"
